date,ticker,headline,true_label,volume_usd_millions,predicted_label,sentiment_score,prob_positive,prob_negative,prob_neutral
2024-09-28,AVAX,AVAX little changed as broader crypto market lacks clear direction,neutral,6686444.312428327,neutral,-0.21880266070365906,0.15814858675003052,0.3769512474536896,0.4649001359939575
2024-04-21,SOL,SOL hits new yearly high amid growing ETF inflows,positive,10401957.493402397,positive,0.7093534469604492,0.8355672359466553,0.12621378898620605,0.03821893408894539
2024-05-18,AVAX,AVAX developers release routine software maintenance update,neutral,4016595.587680567,neutral,-0.15906228311359882,0.016290275380015373,0.1753525584936142,0.8083571195602417
2024-02-08,ADA,"Liquidity concerns weigh on ADA, price drops sharply",negative,4886818.001072471,negative,-0.9529861593618989,0.011642894707620144,0.964629054069519,0.02372805029153824
2024-06-18,ETH,ETH little changed as broader crypto market lacks clear direction,neutral,6991033.517920086,negative,-0.4554995000362396,0.14055129885673523,0.5960507988929749,0.2633979618549347
2024-07-19,SOL,Analysts raise SOL price targets following strong network growth,positive,9646889.422187123,positive,0.9157240130007267,0.9358748197555542,0.0201508067548275,0.04397447034716606
2024-08-18,AVAX,Analysts maintain hold rating on AVAX amid mixed signals,neutral,5845931.242207808,negative,-0.7742003053426743,0.10046525299549103,0.8746655583381653,0.02486911416053772
2024-09-06,XRP,XRP little changed as broader crypto market lacks clear direction,neutral,5614370.521042313,neutral,-0.08904755115509033,0.18719834089279175,0.2762458920478821,0.5365557670593262
2024-09-26,XRP,XRP rallies after major exchange announces listing expansion,positive,10163402.33373989,neutral,0.15983463823795319,0.37792328000068665,0.21808864176273346,0.4039881229400635
2024-03-27,AVAX,AVAX hits new yearly high amid growing ETF inflows,positive,7227254.766524191,positive,0.8581356257200241,0.916672945022583,0.0585373193025589,0.02478969469666481
2024-09-06,XRP,XRP plunges 19% after exchange hack triggers panic selling,negative,8664357.18958581,negative,-0.8945225793868303,0.020543543621897697,0.915066123008728,0.06439034640789032
2024-02-29,XRP,XRP rallies after major exchange announces listing expansion,positive,9362916.660127068,neutral,0.15983463823795319,0.37792328000068665,0.21808864176273346,0.4039881229400635
2024-08-22,SOL,Trading volume for SOL remains within recent average range,neutral,3236475.422380353,positive,0.7837179526686668,0.8094918131828308,0.02577386051416397,0.16473430395126343
2024-07-18,DOT,DOT surges 18% as institutional adoption accelerates,positive,7421542.596960886,positive,0.9273094683885574,0.9487069249153137,0.021397456526756287,0.029895517975091934
2024-06-15,DOT,DOT rallies after major exchange announces listing expansion,positive,5861273.465425705,neutral,0.0013450384140014648,0.2527475655078888,0.25140252709388733,0.4958499073982239
2024-05-17,ADA,ADA surges 21% as institutional adoption accelerates,positive,7978653.548162495,positive,0.9315251987427473,0.9504366517066956,0.01891145296394825,0.03065180592238903
2024-03-14,MATIC,MATIC rallies after major exchange announces listing expansion,positive,4577763.197116365,neutral,-0.13541929423809052,0.18484820425510406,0.3202674984931946,0.49488431215286255
2024-02-04,SOL,SOL price stable as market awaits Federal Reserve decision,neutral,7563899.515548634,positive,0.3778316155076027,0.4983324110507965,0.12050079554319382,0.3811667859554291
2024-09-13,XRP,XRP price stable as market awaits Federal Reserve decision,neutral,4793590.348767203,positive,0.7038702182471752,0.7594364881515503,0.055566269904375076,0.18499721586704254
2024-06-18,ADA,Market participants adopt wait-and-see approach on ADA,neutral,5705627.764291941,neutral,0.008209934458136559,0.034920427948236465,0.026710493490099907,0.93836909532547
2024-06-18,XRP,Trading volume for XRP remains within recent average range,neutral,6913104.027607369,positive,0.7131159491837025,0.7454394698143005,0.03232352063059807,0.2222370058298111
2024-06-15,MATIC,MATIC consolidates near current levels in a low-volatility session,neutral,7114685.117088757,positive,0.8835729379206896,0.9112683534622192,0.027695415541529655,0.061036255210638046
2024-06-29,ADA,Regulators announce crackdown as ADA sinks on compliance fears,negative,5959762.188785033,negative,-0.9242167863994837,0.015560468658804893,0.9397772550582886,0.04466230422258377
2024-01-10,BTC,Whale accumulation lifts BTC sentiment as trading volume builds,positive,11862249.126891294,positive,0.9128349870443344,0.9408117532730103,0.027976766228675842,0.03121141530573368
2024-03-23,ADA,Trading volume for ADA remains within recent average range,neutral,3448706.485044056,positive,0.693078925833106,0.720851480960846,0.027772555127739906,0.2513759434223175
2024-05-02,ADA,ADA surges 5% as institutional adoption accelerates,positive,4168685.921918658,positive,0.9323367718607187,0.9510263800621033,0.018689608201384544,0.030284013599157333
2024-09-03,ETH,Whale accumulation lifts ETH sentiment as trading volume builds,positive,10070106.894466138,positive,0.9152189064770937,0.941806435585022,0.026587529107928276,0.03160599246621132
2024-01-18,MATIC,MATIC hits new yearly high amid growing ETF inflows,positive,7194777.028905483,positive,0.8043392151594162,0.8878861665725708,0.0835469514131546,0.02856692299246788
2024-05-10,MATIC,MATIC price stable as market awaits Federal Reserve decision,neutral,4641098.183987425,positive,0.5532514303922653,0.636355996131897,0.08310456573963165,0.28053945302963257
2024-07-17,ADA,ADA falls to multi-month low amid broader risk-off sentiment,negative,6722719.582144856,negative,-0.955413494259119,0.010206367820501328,0.9656198620796204,0.024173704907298088
2024-10-25,DOT,DOT breaks key resistance level as bulls take control,positive,7158212.084416092,positive,0.19915080070495605,0.5085660815238953,0.3094152808189392,0.18201860785484314
2024-07-18,BTC,Security vulnerability disclosure sends BTC lower,negative,7462386.085356771,negative,-0.9258361663669348,0.025338688865303993,0.9511748552322388,0.023486429825425148
2024-04-06,DOT,DOT breaks key resistance level as bulls take control,positive,5600943.323699587,positive,0.19915080070495605,0.5085660815238953,0.3094152808189392,0.18201860785484314
2024-02-20,ADA,ADA climbs on news of favorable regulatory clarity,positive,7544997.858444363,positive,0.7998563796281815,0.8704630732536316,0.07060669362545013,0.05893026292324066
2024-08-19,AVAX,AVAX tumbles after major holder liquidates position,negative,7925149.547462908,negative,-0.9421330513432622,0.01504011731594801,0.9571731686592102,0.027786726132035255
2024-08-04,ADA,Security vulnerability disclosure sends ADA lower,negative,5259103.449400858,negative,-0.8941001184284687,0.029218386858701706,0.9233185052871704,0.047463107854127884
2024-09-27,BTC,Regulators announce crackdown as BTC sinks on compliance fears,negative,10203740.838211067,negative,-0.9212054666131735,0.01785033382475376,0.9390558004379272,0.04309390112757683
2024-05-30,ADA,ADA rallies after major exchange announces listing expansion,positive,7813763.525607224,neutral,-0.09463119506835938,0.21644267439842224,0.3110738694667816,0.47248339653015137
2024-05-28,MATIC,Security vulnerability disclosure sends MATIC lower,negative,6612993.481141932,negative,-0.8903431557118893,0.03389141336083412,0.9242345690727234,0.041874051094055176
2024-05-13,SOL,SOL plunges 15% after exchange hack triggers panic selling,negative,6738912.685288036,negative,-0.8359466753900051,0.04264158383011818,0.8785882592201233,0.07877013087272644
2024-07-24,XRP,XRP breaks key resistance level as bulls take control,positive,4508804.500934501,positive,0.5990746915340424,0.7339046001434326,0.13482990860939026,0.13126549124717712
2024-07-08,MATIC,MATIC falls to multi-month low amid broader risk-off sentiment,negative,3929925.371640024,negative,-0.9530122810974717,0.010940260253846645,0.9639525413513184,0.0251072458922863
2024-04-12,ADA,ADA hits new yearly high amid growing ETF inflows,positive,4257924.085692841,positive,0.6616882085800171,0.814213752746582,0.15252554416656494,0.03326081112027168
2024-02-05,DOT,DOT trades sideways ahead of upcoming network upgrade,neutral,6199139.061675796,negative,-0.6503098458051682,0.12265773117542267,0.7729675769805908,0.10437462478876114
2024-05-28,SOL,Partnership announcement sends SOL sharply higher,positive,5288111.741271688,negative,-0.7320570275187492,0.11422360688447952,0.8462806344032288,0.039495740085840225
2024-07-28,SOL,Analysts maintain hold rating on SOL amid mixed signals,neutral,8492805.100311406,negative,-0.387986958026886,0.2844356894493103,0.6724226474761963,0.0431416817009449
2024-03-20,ADA,Analysts maintain hold rating on ADA amid mixed signals,neutral,6977006.0423783995,negative,-0.3504968285560608,0.3066980838775635,0.6571949124336243,0.03610698878765106
2024-08-21,BTC,BTC climbs on news of favorable regulatory clarity,positive,6452972.364744781,positive,0.860629253089428,0.9032997488975525,0.04267049580812454,0.05402970686554909
2024-08-09,DOT,DOT breaks key resistance level as bulls take control,positive,5140553.019647697,positive,0.19915089011192322,0.50856614112854,0.3094152510166168,0.18201863765716553
2024-03-22,ADA,Whale accumulation lifts ADA sentiment as trading volume builds,positive,6366225.862329396,positive,0.8684971183538437,0.9061477184295654,0.03765060007572174,0.05620172619819641
2024-02-08,XRP,XRP tumbles after major holder liquidates position,negative,4446142.848732363,negative,-0.9439333099871874,0.014108119532465935,0.9580414295196533,0.02785039320588112
2024-05-16,BTC,Regulators announce crackdown as BTC sinks on compliance fears,negative,9474911.097772332,negative,-0.9212054703384638,0.017850330099463463,0.9390558004379272,0.04309386759996414
2024-08-30,ETH,Analysts maintain hold rating on ETH amid mixed signals,neutral,4377759.034687083,negative,-0.6540781110525131,0.15683425962924957,0.8109123706817627,0.032253336161375046
2024-06-22,SOL,SOL hits new yearly high amid growing ETF inflows,positive,4613681.206044064,positive,0.7093534022569656,0.8355672359466553,0.12621383368968964,0.038218941539525986
2024-01-06,DOT,DOT climbs on news of favorable regulatory clarity,positive,6090021.996447085,positive,0.7663507387042046,0.842357337474823,0.07600659877061844,0.08163603395223618
2024-08-15,XRP,Partnership announcement sends XRP sharply higher,positive,9705994.830540152,negative,-0.917056929320097,0.034427572041749954,0.9514845013618469,0.014087928459048271
2024-04-02,XRP,XRP trades sideways ahead of upcoming network upgrade,neutral,9441473.452036273,negative,-0.4831012189388275,0.22156766057014465,0.7046688795089722,0.07376343756914139
2024-07-07,ETH,ETH hits new yearly high amid growing ETF inflows,positive,5848758.467238295,positive,0.8532897457480431,0.913630485534668,0.06034073978662491,0.02602873556315899
2024-07-07,XRP,XRP price stable as market awaits Federal Reserve decision,neutral,5738718.423700434,positive,0.7038698643445969,0.7594362497329712,0.05556638538837433,0.18499745428562164
2024-01-26,DOT,Trading volume for DOT remains within recent average range,neutral,5821094.37743116,positive,0.6621916256844997,0.701790988445282,0.03959936276078224,0.2586096227169037
2024-02-23,MATIC,MATIC developers release routine software maintenance update,neutral,7219447.15111931,neutral,-0.19770365953445435,0.01520131528377533,0.21290497481822968,0.7718937397003174
2024-05-28,AVAX,AVAX rallies after major exchange announces listing expansion,positive,8121974.218438136,neutral,0.12991759181022644,0.3405224084854126,0.21060481667518616,0.44887277483940125
2024-07-22,DOT,DOT surges 7% as institutional adoption accelerates,positive,4301839.546075022,positive,0.9263111855834723,0.9482952952384949,0.02198410965502262,0.029720623046159744
2024-02-01,SOL,SOL developers release routine software maintenance update,neutral,4308442.222866553,neutral,-0.12684902176260948,0.01581961289048195,0.14266863465309143,0.8415117263793945
2024-03-30,BTC,Market participants adopt wait-and-see approach on BTC,neutral,4702320.032834996,neutral,0.030283024534583092,0.048625145107507706,0.018342120572924614,0.933032751083374
2024-10-04,BTC,Analysts raise BTC price targets following strong network growth,positive,4727072.844544002,positive,0.9211053550243378,0.941857635974884,0.020752280950546265,0.03739010542631149
2024-07-02,AVAX,AVAX price stable as market awaits Federal Reserve decision,neutral,4986386.494546625,positive,0.7050450816750526,0.7675193548202515,0.06247427314519882,0.1700063943862915
2024-06-26,DOT,DOT hits new yearly high amid growing ETF inflows,positive,3607575.442996637,positive,0.6472472697496414,0.8054436445236206,0.1581963747739792,0.036359984427690506
2024-05-05,ADA,Network outage sparks ADA sell-off across major exchanges,negative,7097436.958552318,negative,-0.9506302578374743,0.012941350229084492,0.9635716080665588,0.023487070575356483
2024-05-24,SOL,SOL falls to multi-month low amid broader risk-off sentiment,negative,9395191.400655359,negative,-0.940624414011836,0.013698996976017952,0.954323410987854,0.031977586448192596
2024-03-23,AVAX,Analysts raise AVAX price targets following strong network growth,positive,16289471.866649631,positive,0.9216488543897867,0.9427772164344788,0.02112836204469204,0.03609447926282883
2024-05-25,AVAX,Whale accumulation lifts AVAX sentiment as trading volume builds,positive,8100266.870814724,positive,0.9179079290479422,0.9432528614997864,0.025344932451844215,0.03140222281217575
2024-02-18,ETH,ETH tumbles after major holder liquidates position,negative,3705568.9147997517,negative,-0.9470484629273415,0.014512203633785248,0.9615606665611267,0.02392706833779812
2024-06-20,ADA,Partnership announcement sends ADA sharply higher,positive,7517287.3964243615,negative,-0.9058049023151398,0.036577850580215454,0.9423827528953552,0.02103937603533268
2024-10-13,XRP,"Liquidity concerns weigh on XRP, price drops sharply",negative,6058599.485936065,negative,-0.9510435545817018,0.01480822917073965,0.9658517837524414,0.01934001035988331
2024-04-09,ADA,ADA surges 15% as institutional adoption accelerates,positive,6308002.836686055,positive,0.9323452413082123,0.9505215287208557,0.018176287412643433,0.03130219131708145
2024-03-26,ETH,ETH slides after downgrade from institutional research desk,negative,10409943.60312608,negative,-0.9015121757984161,0.035081177949905396,0.9365933537483215,0.028325386345386505
2024-01-07,DOT,DOT falls to multi-month low amid broader risk-off sentiment,negative,6206729.687629351,negative,-0.9477615831419826,0.012063276953995228,0.9598248600959778,0.028111811727285385
2024-06-11,SOL,SOL hits new yearly high amid growing ETF inflows,positive,6114057.59351981,positive,0.7093534469604492,0.8355672359466553,0.12621378898620605,0.03821893408894539
2024-02-12,ETH,ETH plunges 22% after exchange hack triggers panic selling,negative,4978696.021899607,negative,-0.8895140253007412,0.02520996704697609,0.9147239923477173,0.06006600335240364
2024-07-18,DOT,"Liquidity concerns weigh on DOT, price drops sharply",negative,7828004.598884866,negative,-0.9470715224742889,0.013222604990005493,0.9602941274642944,0.026483163237571716
2024-07-20,AVAX,Analysts maintain hold rating on AVAX amid mixed signals,neutral,10006800.49923807,negative,-0.7742003053426743,0.10046525299549103,0.8746655583381653,0.02486911416053772
2024-10-08,BTC,BTC hits new yearly high amid growing ETF inflows,positive,11251375.171760075,positive,0.8335847854614258,0.902399480342865,0.06881469488143921,0.028785783797502518
2024-08-18,DOT,DOT climbs on news of favorable regulatory clarity,positive,6697793.007878481,positive,0.7663507908582687,0.8423573970794678,0.07600660622119904,0.08163601905107498
2024-10-19,DOT,Whale accumulation lifts DOT sentiment as trading volume builds,positive,4536759.604577465,positive,0.8390807956457138,0.8904660940170288,0.051385298371315,0.05814855173230171
2024-03-10,XRP,XRP developers release routine software maintenance update,neutral,4181459.379470371,neutral,-0.21547943353652954,0.015722930431365967,0.2312023639678955,0.7530747652053833
2024-06-13,XRP,XRP falls to multi-month low amid broader risk-off sentiment,negative,6468910.705717072,negative,-0.9540990609675646,0.009573755785822868,0.9636728167533875,0.026753388345241547
2024-04-21,AVAX,AVAX climbs on news of favorable regulatory clarity,positive,10480582.08461879,positive,0.8977947421371937,0.9305113554000854,0.03271661326289177,0.03677207976579666
2024-10-15,XRP,XRP price stable as market awaits Federal Reserve decision,neutral,7467348.601210057,positive,0.7038702182471752,0.7594364881515503,0.055566269904375076,0.18499721586704254
2024-04-05,XRP,XRP trades sideways ahead of upcoming network upgrade,neutral,6167060.339231012,negative,-0.4831007272005081,0.22156791388988495,0.7046686410903931,0.07376345247030258
2024-07-05,DOT,DOT breaks key resistance level as bulls take control,positive,8023158.792335209,positive,0.19915080070495605,0.5085660815238953,0.3094152808189392,0.18201860785484314
2024-06-03,ADA,Security vulnerability disclosure sends ADA lower,negative,6728749.8459292995,negative,-0.8941001184284687,0.029218386858701706,0.9233185052871704,0.047463107854127884
2024-02-24,ETH,ETH tumbles after major holder liquidates position,negative,6250927.9433551375,negative,-0.9470484629273415,0.014512203633785248,0.9615606665611267,0.02392706274986267
2024-02-19,ETH,ETH consolidates near current levels in a low-volatility session,neutral,3509688.982990589,positive,0.8696880787611008,0.908789336681366,0.0391012579202652,0.0521094985306263
2024-10-17,ADA,ADA developers release routine software maintenance update,neutral,5725301.508183705,neutral,-0.16738936863839626,0.016216928139328957,0.18360629677772522,0.8001767992973328
2024-10-24,BTC,BTC surges 10% as institutional adoption accelerates,positive,12176838.28712859,positive,0.932688269764185,0.9513470530509949,0.01865878328680992,0.029994135722517967
2024-09-10,MATIC,Regulators announce crackdown as MATIC sinks on compliance fears,negative,7652314.228908838,negative,-0.9219654500484467,0.01919272541999817,0.9411581754684448,0.03964907303452492
2024-09-24,AVAX,Trading volume for AVAX remains within recent average range,neutral,5956771.209427337,positive,0.6537798568606377,0.6783738136291504,0.024593956768512726,0.2970322370529175
2024-05-20,SOL,Network outage sparks SOL sell-off across major exchanges,negative,6343629.073494762,negative,-0.9498790185898542,0.013701232150197029,0.9635802507400513,0.022718528285622597
2024-04-04,ADA,ADA breaks key resistance level as bulls take control,positive,5787939.122666487,positive,0.2681935429573059,0.5360941886901855,0.26790064573287964,0.1960052251815796
2024-05-03,BTC,BTC little changed as broader crypto market lacks clear direction,neutral,6262341.7429026645,neutral,-0.16846099495887756,0.1909896731376648,0.35945066809654236,0.44955965876579285
2024-04-22,MATIC,MATIC rallies after major exchange announces listing expansion,positive,11163219.475783782,neutral,-0.13541929423809052,0.18484820425510406,0.3202674984931946,0.49488431215286255
2024-04-23,MATIC,"Liquidity concerns weigh on MATIC, price drops sharply",negative,5828402.116551442,negative,-0.9550135582685471,0.015088573098182678,0.9701021313667297,0.014809312298893929
2024-03-19,MATIC,Market participants adopt wait-and-see approach on MATIC,neutral,3338874.3268734366,neutral,0.030110692605376244,0.05107660964131355,0.02096591703593731,0.9279574155807495
2024-01-10,MATIC,MATIC little changed as broader crypto market lacks clear direction,neutral,9852965.189112391,negative,-0.3241269886493683,0.15210536122322083,0.4762323498725891,0.3716622292995453
2024-02-06,MATIC,MATIC hits new yearly high amid growing ETF inflows,positive,6579916.016818349,positive,0.8043392151594162,0.8878861665725708,0.0835469514131546,0.02856692299246788
2024-08-12,ETH,Security vulnerability disclosure sends ETH lower,negative,12224958.541519739,negative,-0.8616015315055847,0.05878227949142456,0.9203838109970093,0.02083398401737213
2024-02-23,DOT,DOT hits new yearly high amid growing ETF inflows,positive,5085163.591976174,positive,0.6472472846508026,0.8054436445236206,0.158196359872818,0.0363599993288517
2024-03-25,SOL,Analysts maintain hold rating on SOL amid mixed signals,neutral,6750751.420045555,negative,-0.38798612356185913,0.28443610668182373,0.6724222302436829,0.0431416779756546
2024-04-03,SOL,SOL breaks key resistance level as bulls take control,positive,5961931.760825982,positive,0.4925124794244766,0.6501140594482422,0.15760158002376556,0.19228433072566986
2024-05-29,AVAX,AVAX breaks key resistance level as bulls take control,positive,7075146.674515896,positive,0.7004017755389214,0.7917483448982239,0.09134656935930252,0.11690505594015121
2024-05-30,AVAX,AVAX little changed as broader crypto market lacks clear direction,neutral,6065642.873846842,neutral,-0.21880266070365906,0.15814858675003052,0.3769512474536896,0.4649001359939575
2024-02-22,AVAX,AVAX breaks key resistance level as bulls take control,positive,9068203.502936468,positive,0.7004017755389214,0.7917483448982239,0.09134656935930252,0.11690505594015121
2024-03-09,AVAX,AVAX trades sideways ahead of upcoming network upgrade,neutral,6752197.582541181,negative,-0.557991161942482,0.183073028922081,0.741064190864563,0.07586271315813065
2024-10-17,XRP,Whale accumulation lifts XRP sentiment as trading volume builds,positive,7682934.402112829,positive,0.9109789431095123,0.9390599131584167,0.02808097004890442,0.03285909444093704
2024-02-06,MATIC,Network outage sparks MATIC sell-off across major exchanges,negative,5215959.770588636,negative,-0.9535605618730187,0.01220282819122076,0.9657633900642395,0.022033777087926865
2024-08-17,MATIC,MATIC falls to multi-month low amid broader risk-off sentiment,negative,4320252.328182281,negative,-0.9530122810974717,0.010940260253846645,0.9639525413513184,0.0251072458922863
2024-06-23,AVAX,"Liquidity concerns weigh on AVAX, price drops sharply",negative,5945636.667877196,negative,-0.9533923836424947,0.014588537625968456,0.9679809212684631,0.017430419102311134
2024-01-08,BTC,BTC tumbles after major holder liquidates position,negative,4912660.003044954,negative,-0.9390983451157808,0.01465381495654583,0.9537521600723267,0.03159404546022415
2024-08-02,ETH,ETH trades sideways ahead of upcoming network upgrade,neutral,5447792.411165109,negative,-0.5162396728992462,0.2152351438999176,0.7314748167991638,0.05329003185033798
2024-05-10,SOL,Partnership announcement sends SOL sharply higher,positive,7162063.178957325,negative,-0.7320570275187492,0.11422360688447952,0.8462806344032288,0.039495740085840225
2024-02-07,DOT,DOT falls to multi-month low amid broader risk-off sentiment,negative,5777938.977682232,negative,-0.9477615831419826,0.012063276953995228,0.9598248600959778,0.028111811727285385
2024-10-18,DOT,"Liquidity concerns weigh on DOT, price drops sharply",negative,11100811.761653801,negative,-0.9470715224742889,0.013222604990005493,0.9602941274642944,0.026483163237571716
2024-03-31,XRP,XRP falls to multi-month low amid broader risk-off sentiment,negative,7482685.767471733,negative,-0.9540990609675646,0.009573755785822868,0.9636728167533875,0.026753388345241547
2024-04-04,BTC,BTC plunges 14% after exchange hack triggers panic selling,negative,7250491.98026711,negative,-0.8876398131251335,0.02073872834444046,0.908378541469574,0.07088271528482437
2024-10-13,BTC,BTC rallies after major exchange announces listing expansion,positive,4604744.680480556,neutral,0.07448238134384155,0.2952757775783539,0.22079339623451233,0.4839308261871338
2024-05-29,BTC,BTC climbs on news of favorable regulatory clarity,positive,9739413.705632556,positive,0.8606294058263302,0.903299868106842,0.042670462280511856,0.0540296770632267
2024-01-08,SOL,SOL climbs on news of favorable regulatory clarity,positive,8829271.725490732,positive,0.7027538865804672,0.7938586473464966,0.09110476076602936,0.11503662914037704
2024-09-09,ADA,Analysts maintain hold rating on ADA amid mixed signals,neutral,5563129.811406607,negative,-0.35049766302108765,0.30669766664505005,0.6571953296661377,0.03610699996352196
2024-02-01,DOT,DOT developers release routine software maintenance update,neutral,5837889.5761641525,neutral,-0.20492780022323132,0.01684221811592579,0.2217700183391571,0.7613877654075623
2024-01-02,SOL,Analysts maintain hold rating on SOL amid mixed signals,neutral,10395625.118735176,negative,-0.38798612356185913,0.28443610668182373,0.6724222302436829,0.0431416779756546
2024-10-16,XRP,XRP surges 21% as institutional adoption accelerates,positive,6517131.232902731,positive,0.9328453838825226,0.9517437219619751,0.018898338079452515,0.029357915744185448
2024-08-09,AVAX,Market participants adopt wait-and-see approach on AVAX,neutral,3229362.474355545,neutral,0.03655770234763622,0.05298681557178497,0.01642911322414875,0.9305840730667114
2024-08-29,ETH,ETH climbs on news of favorable regulatory clarity,positive,5960931.059399038,positive,0.8957801386713982,0.9281952381134033,0.03241509944200516,0.039389628916978836
2024-09-11,BTC,Analysts maintain hold rating on BTC amid mixed signals,neutral,8219736.966497948,negative,-0.6769463419914246,0.14478039741516113,0.8217267394065857,0.03349282220005989
2024-01-06,DOT,Market participants adopt wait-and-see approach on DOT,neutral,4175817.296668465,neutral,0.011211615055799484,0.037955354899168015,0.02674373984336853,0.935300886631012
2024-03-16,BTC,BTC consolidates near current levels in a low-volatility session,neutral,2541967.230933171,positive,0.8297673352062702,0.8751248121261597,0.04535747691988945,0.07951769232749939
2024-08-27,AVAX,Regulators announce crackdown as AVAX sinks on compliance fears,negative,7229813.506633933,negative,-0.9158434122800827,0.018828347325325012,0.9346717596054077,0.04649985209107399
2024-08-17,SOL,SOL little changed as broader crypto market lacks clear direction,neutral,4478040.858716887,negative,-0.5174814984202385,0.09549421817064285,0.6129757165908813,0.2915300726890564
2024-06-30,MATIC,MATIC hits new yearly high amid growing ETF inflows,positive,5987642.850083162,positive,0.8043392151594162,0.8878861665725708,0.0835469514131546,0.02856692299246788
2024-02-04,DOT,DOT slides after downgrade from institutional research desk,negative,3787282.598789005,negative,-0.8149282597005367,0.0538579560816288,0.8687862157821655,0.07735579460859299
2024-07-14,MATIC,MATIC hits new yearly high amid growing ETF inflows,positive,4192880.092094082,positive,0.8043392151594162,0.8878861665725708,0.0835469514131546,0.02856692299246788
2024-06-08,DOT,DOT falls to multi-month low amid broader risk-off sentiment,negative,3743680.5613789656,negative,-0.9477615831419826,0.012063276953995228,0.9598248600959778,0.028111811727285385
2024-03-15,SOL,"Liquidity concerns weigh on SOL, price drops sharply",negative,5654190.2418161025,negative,-0.94360083155334,0.014947356656193733,0.9585481882095337,0.02650441601872444
2024-09-09,XRP,Whale accumulation lifts XRP sentiment as trading volume builds,positive,20708965.002296288,positive,0.9109789431095123,0.9390599131584167,0.02808097004890442,0.03285909444093704
